gene,n_total,n_positive,n_negative,min_class_count,passes_thresholds,review_status_examples
LACTB,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
LACTB2,4,0,4,0,False,"criteria provided, single submitter"
LARP1,4,0,4,0,False,"criteria provided, single submitter"
LATS1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
LCE1A,4,0,4,0,False,"criteria provided, single submitter"
LCE1C,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
LCN12,4,0,4,0,False,"criteria provided, single submitter"
LCN15,4,0,4,0,False,"criteria provided, single submitter"
LCN8,4,0,4,0,False,"criteria provided, single submitter"
LCNL1,4,0,4,0,False,"criteria provided, single submitter"
LDAH,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
LDLRAD1,4,0,4,0,False,"criteria provided, single submitter"
LDLRAD3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
LENG8,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
LETMD1,4,0,4,0,False,"criteria provided, single submitter"
LGALS4,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
LHFPL7,4,0,4,0,False,"criteria provided, single submitter"
LIAT1,4,0,4,0,False,"criteria provided, single submitter"
LILRA5,4,0,4,0,False,"criteria provided, single submitter"
LNX1,4,0,4,0,False,"criteria provided, single submitter"
LONRF2,4,0,4,0,False,"criteria provided, single submitter"
LONRF3,4,0,4,0,False,"criteria provided, single submitter"
LOXL4,4,0,4,0,False,"criteria provided, single submitter"
LRP12,4,0,4,0,False,"criteria provided, single submitter"
LRP3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
LRRC18,4,0,4,0,False,"criteria provided, single submitter"
LRRC2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts"
LRRC34,4,0,4,0,False,"criteria provided, single submitter"
LRRC43,4,0,4,0,False,"criteria provided, single submitter"
LRRC58,4,0,4,0,False,"criteria provided, single submitter"
LRRC70,4,0,4,0,False,"criteria provided, single submitter"
LRRC71,4,0,4,0,False,"criteria provided, single submitter"
LRRC75B,4,0,4,0,False,"criteria provided, single submitter"
LRRFIP2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
LRTM2,4,0,4,0,False,"criteria provided, single submitter"
LTA4H,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
LYPD6B,4,0,4,0,False,"criteria provided, single submitter"
LYPLAL1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MAB21L1,4,4,0,0,False,"criteria provided, single submitter | no assertion criteria provided"
MADCAM1,4,0,4,0,False,"criteria provided, single submitter"
MAGEA11,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
MAGEA12,4,0,4,0,False,"criteria provided, single submitter"
MAGEB18,4,0,4,0,False,"criteria provided, single submitter"
MAGEB3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MAGEC2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MAGEE1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MANSC4,4,0,4,0,False,"criteria provided, single submitter"
MAP3K10,4,0,4,0,False,"criteria provided, single submitter"
MARCHF7,4,0,4,0,False,"criteria provided, single submitter"
MATK,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MATN2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MBL2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MC3R,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MC5R,4,0,4,0,False,"criteria provided, single submitter"
MCAM,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MCM4,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MDGA1,4,0,4,0,False,"criteria provided, single submitter"
MDH1B,4,0,4,0,False,"criteria provided, single submitter"
MDM4,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MED15,4,0,4,0,False,"criteria provided, single submitter"
MEP1A,4,0,4,0,False,"criteria provided, single submitter"
MEPCE,4,0,4,0,False,"criteria provided, single submitter"
METTL15,4,0,4,0,False,"criteria provided, single submitter"
METTL17,4,0,4,0,False,"criteria provided, single submitter"
METTL21C,4,0,4,0,False,"criteria provided, single submitter"
METTL27,4,0,4,0,False,"criteria provided, single submitter"
MFAP3L,4,0,4,0,False,"criteria provided, single submitter"
MFAP5,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MGARP,4,0,4,0,False,"criteria provided, single submitter"
MGAT3,4,0,4,0,False,"criteria provided, single submitter"
MGAT5B,4,0,4,0,False,"criteria provided, single submitter"
MGMT,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MIPOL1,4,0,4,0,False,"criteria provided, single submitter"
MLLT10,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
MMP11,4,0,4,0,False,"criteria provided, single submitter"
MMP27,4,0,4,0,False,"criteria provided, single submitter"
MOK,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MORN3,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MOSPD3,4,0,4,0,False,"criteria provided, single submitter"
MPRIP,4,0,4,0,False,"criteria provided, single submitter"
MPV17L,4,0,4,0,False,"criteria provided, single submitter"
MRC2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MRGPRG,4,0,4,0,False,"criteria provided, single submitter"
MRGPRX2,4,0,4,0,False,"criteria provided, single submitter"
MRPL28,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
MRPL40,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MRPS15,4,0,4,0,False,"criteria provided, single submitter"
MRPS16,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MRPS26,4,0,4,0,False,"criteria provided, single submitter"
MS4A12,4,0,4,0,False,"criteria provided, single submitter"
MS4A6E,4,0,4,0,False,"criteria provided, single submitter"
MTA1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MTARC1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MTDH,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MTFR1,4,0,4,0,False,"criteria provided, single submitter"
MTHFSD,4,0,4,0,False,"criteria provided, single submitter"
MTMR14,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MTMR7,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
MTNR1A,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MUC15,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MUC2,4,0,4,0,False,"criteria provided, single submitter"
MVB12A,4,0,4,0,False,"criteria provided, single submitter"
MX1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
MXD3,4,0,4,0,False,"criteria provided, single submitter"
MYBPHL,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
MYH11;NDE1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts"
MYL3,4,4,0,0,False,"criteria provided, multiple submitters, no conflicts | no assertion criteria provided"
MYZAP,4,4,0,0,False,"criteria provided, single submitter | no assertion criteria provided"
MZB1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
N4BP2L2,4,0,4,0,False,"criteria provided, single submitter"
N4BP3,4,0,4,0,False,"criteria provided, single submitter"
NAA25,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NAALAD2,4,0,4,0,False,"criteria provided, single submitter"
NAPSA,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NAT10,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NAT2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NBPF1,4,0,4,0,False,"criteria provided, single submitter"
NBPF9,4,0,4,0,False,"criteria provided, single submitter"
NCKIPSD,4,0,4,0,False,"criteria provided, single submitter"
NCOA2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NCR3LG1,4,0,4,0,False,"criteria provided, single submitter"
NDN,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NDST2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NDST4,4,0,4,0,False,"criteria provided, single submitter"
NEK11,4,0,4,0,False,"criteria provided, single submitter"
NET1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
NETO1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NFKBIL1,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
NKAIN4,4,0,4,0,False,"criteria provided, single submitter"
NKTR,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NLRP10,4,0,4,0,False,"criteria provided, single submitter"
NME9,4,0,4,0,False,"criteria provided, single submitter"
NMI,4,0,4,0,False,"criteria provided, single submitter"
NOMO2,4,0,4,0,False,"criteria provided, single submitter"
NOP53,4,0,4,0,False,"criteria provided, single submitter"
NOSTRIN,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NOTO,4,0,4,0,False,"criteria provided, single submitter"
NOX3,4,0,4,0,False,"criteria provided, single submitter"
NOX4,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NPAS3,4,0,4,0,False,"criteria provided, single submitter"
NPBWR1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NPDC1,4,0,4,0,False,"criteria provided, single submitter"
NPIPA1,4,0,4,0,False,"criteria provided, single submitter"
NPPB,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NPSR1,4,0,4,0,False,"criteria provided, single submitter | no assertion criteria provided"
NPTN,4,4,0,0,False,"criteria provided, single submitter"
NPTXR,4,0,4,0,False,"criteria provided, single submitter"
NRSN2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NSMF,4,0,4,0,False,"criteria provided, single submitter"
NSUN7,4,0,4,0,False,"criteria provided, single submitter"
NUDT7,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
NUTM2B,4,0,4,0,False,"criteria provided, single submitter"
OLAH,4,0,4,0,False,"criteria provided, single submitter"
OLFML2B,4,0,4,0,False,"criteria provided, single submitter"
OMG,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter | no assertion criteria provided"
OPN1MW2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
OPRK1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
OR10A4,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
OR10A6,4,0,4,0,False,"criteria provided, single submitter"
OR10G2,4,0,4,0,False,"criteria provided, single submitter"
OR10V1,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
OR10Z1,4,0,4,0,False,"criteria provided, single submitter"
OR13A1,4,0,4,0,False,"criteria provided, single submitter"
OR13C2,4,0,4,0,False,"criteria provided, single submitter"
OR13C3,4,0,4,0,False,"criteria provided, single submitter"
OR13F1,4,0,4,0,False,"criteria provided, single submitter"
OR1D5,4,0,4,0,False,"criteria provided, single submitter"
OR1L1,4,0,4,0,False,"criteria provided, single submitter"
OR1L4,4,0,4,0,False,"criteria provided, single submitter"
OR1M1,4,0,4,0,False,"criteria provided, single submitter"
OR2A14,4,0,4,0,False,"criteria provided, single submitter"
OR2D3,4,0,4,0,False,"criteria provided, single submitter"
OR2J2,4,0,4,0,False,"criteria provided, single submitter"
OR2L2,4,0,4,0,False,"criteria provided, single submitter"
OR2M3,4,0,4,0,False,"criteria provided, single submitter"
OR2M7,4,0,4,0,False,"criteria provided, single submitter"
OR2S2,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
OR2T33,4,0,4,0,False,"criteria provided, multiple submitters, no conflicts | criteria provided, single submitter"
OR2T6,4,0,4,0,False,"criteria provided, single submitter"
OR2T8,4,0,4,0,False,"criteria provided, single submitter"
